model,midiset,audioset,piece_id,p_frame,r_frame,f_frame,p_note_on,r_note_on,f_note_on,p_note_on_off,r_note_on_off,f_note_on_off,p_note_on_vel,r_note_on_vel,f_note_on_vel,p_note_on_off_vel,r_note_on_off_vel,f_note_on_off_vel
OaF,maetest,maestro,Lin11M,0.92938939890437,0.9444046221029246,0.9368368499616734,0.9464767984286766,0.9096271826333177,0.9276861990133556,0.8433587036582372,0.8105238319962247,0.8266153290819396,0.8860790572059907,0.8515809344030203,0.8684875466249549,0.794009329732384,0.7630957999056158,0.7782456984719047
OaF,maetest,maestro,LuoJ09M,0.8977028386562247,0.938952048858994,0.917864238243629,0.963226571767497,0.9419953596287703,0.9524926686217008,0.8460260972716489,0.8273781902552204,0.8365982404692083,0.8951364175563464,0.8754060324825986,0.8851612903225807,0.7874258600237248,0.7700696055684455,0.7786510263929619
OaF,maetest,maestro,MunA12M,0.9082201860248662,0.819908253755578,0.861807733276841,0.981892722924496,0.8972837964408367,0.93768352365416,0.8503587290741373,0.7770839837652201,0.8120717781402936,0.9036556200888282,0.8257883234467687,0.8629690048939642,0.787495729415784,0.7196378395254449,0.7520391517128875
OaF,maetest,maestro,Nikiforov14M,0.9222222222222224,0.8852542147441226,0.903360168305325,0.994840928632846,0.9270833333333334,0.959767731231854,0.8572656921754084,0.7988782051282052,0.8270427208627126,0.9724849527085124,0.90625,0.9381999170468684,0.8392089423903697,0.782051282051282,0.8096225632517626
OaF,maetest,maestro,WongWY08M,0.9297381680092262,0.9411033631759532,0.9353862443199364,0.963330258302583,0.943954802259887,0.9535441159684968,0.8510147601476015,0.8338983050847457,0.8423695925122702,0.8816881918819188,0.863954802259887,0.8727314233534984,0.7790590405904059,0.7633898305084745,0.7711448464787124
OaF,maetest,maestro,YeF11M,0.9082212816959436,0.8706576807212694,0.8890428763389117,0.9771573604060914,0.8815832515538109,0.9269131556319862,0.8495286439448876,0.7664376840039254,0.8058469475494411,0.9240391588107324,0.8336604514229637,0.8765262252794498,0.8067440174039159,0.7278377494275433,0.765262252794497
OaF,maetest,maestro,ZhangH05M,0.8342901526408213,0.8885092609242942,0.8605465280317677,0.9832095576364224,0.9480074719800748,0.9652876842605802,0.8866645140458508,0.8549190535491905,0.870502456807735,0.9570552147239264,0.9227895392278954,0.9396100808368998,0.8634162092347433,0.8325031133250311,0.8476779204311301
Kong,maetest,maestro,BuiJL06M,0.9025641651363834,0.9530134762555076,0.9271030145793973,0.9888983774551664,0.98011002962336,0.9844845908607864,0.8838599487617421,0.8760050782903089,0.8799149840595112,0.9816396242527754,0.9729157850190436,0.9772582359192348,0.8778821520068317,0.8700804062632247,0.8739638682252922
Kong,maetest,maestro,ChenGuang03M,0.8947617157224144,0.9474832601014904,0.920368092791273,0.9950171286203676,0.9788602941176472,0.9868725868725868,0.9196511990034256,0.904718137254902,0.912123552123552,0.9735284957957022,0.9577205882352942,0.9655598455598456,0.8997197134848957,0.8851102941176471,0.8923552123552123
Kong,maetest,maestro,ChenGuang06M,0.8950637931858365,0.9436034356817208,0.9186929066274294,0.990279823269514,0.9807467911318551,0.9854902535541552,0.904860088365243,0.8961493582263711,0.9004836582148615,0.9799705449189984,0.970536756126021,0.9752308368752748,0.8980854197349043,0.8894399066511085,0.893741755825883
Kong,maetest,maestro,Chon08M,0.8174740625101636,0.9166077867376567,0.864207293880507,0.9780106510908778,0.9094249201277956,0.9424716496978728,0.8221954990551452,0.7645367412140575,0.7923185166790828,0.94880604707095,0.8822683706070288,0.9143282840824436,0.7984882322624979,0.7424920127795527,0.7694727257677346
Kong,maetest,maestro,Huang10M,0.8342032421896586,0.9662570261494956,0.8953874275115186,0.965055050263284,0.9416160672582904,0.953191489361702,0.7599329822881762,0.7414759458197104,0.7505910165484634,0.9418382000957396,0.9189631013545072,0.9302600472813236,0.7412637625658209,0.7232601588042971,0.7321513002364066
Kong,maetest,maestro,Huang18M,0.9139803623996636,0.934615348658932,0.9241826863077712,0.973225404732254,0.9176125244618396,0.944601128122482,0.8449564134495642,0.7966731898238748,0.8201047542304594,0.939186384391864,0.8855185909980431,0.911563255439162,0.8140307181403071,0.7675146771037182,0.7900886381950041
Kong,maetest,maestro,KOLESO06M_18-1,0.8975663574626705,0.9475963767542324,0.9219031063827446,0.9862005519779208,0.968966556191624,0.9775075987841946,0.9122968414596748,0.8963543235914432,0.9042553191489362,0.9751609935602576,0.95811991563724,0.9665653495440728,0.9021772462434836,0.8864115697499246,0.894224924012158
Kong,maetest,maestro,KOLESO06M_18-4,0.8681705534727077,0.938764291996482,0.9020884366767248,0.9917767988252568,0.9785569400173862,0.98512252042007,0.9036710719530104,0.8916256157635468,0.897607934655776,0.9797356828193832,0.9666763257026948,0.97316219369895,0.8936857562408224,0.8817733990147784,0.8876896149358227
Kong,maetest,maestro,KabuliL10M,0.8945807223604245,0.934519306048066,0.9141139827018122,0.988240235195296,0.9755389718076284,0.9818485291049448,0.8500629987400252,0.8391376451077943,0.8445649906113082,0.9714405711885762,0.9589552238805972,0.9651575213853536,0.8366232675346493,0.8258706467661692,0.8312121844356353
Kong,maetest,maestro,KaszoS16M,0.7549238654925743,0.9324675324675324,0.8343553189944076,0.9687691365584812,0.9355410999408634,0.9518652226233454,0.7464788732394366,0.7208752217622708,0.7334536702767749,0.9301898346601348,0.8982850384387936,0.91395908543923,0.7170851194121249,0.6924896510940272,0.7045728038507821
Kong,maetest,maestro,LeungM06M,0.8743555905163727,0.8986109533576979,0.8863173571800431,0.9769150052465896,0.8956228956228957,0.934504391468005,0.8412906610703043,0.7712842712842712,0.8047678795483061,0.9535676810073452,0.8742183742183742,0.9121706398996235,0.8221406086044072,0.7537277537277537,0.7864491844416561
Kong,maetest,maestro,LeungR02M,0.9258694362736196,0.9558485378655336,0.9406201769650312,0.9941030415890753,0.9825153374233128,0.98827522369639,0.9503414028553694,0.9392638036809816,0.9447701326751002,0.9847920546244568,0.9733128834355828,0.9790188213514348,0.9416511483550588,0.9306748466257668,0.9361308238198088
Kong,maetest,maestro,Levitsky05M,0.8874943310657596,0.9376287671889224,0.9118729759325273,0.9841516469857056,0.9786773794808404,0.9814068794546018,0.8934120571783717,0.888442521631644,0.8909203594669972,0.9763828464885022,0.9709517923362176,0.9736597458940192,0.887197016780609,0.8822620519159456,0.8847226526185312
Kong,maetest,maestro,Lin11M,0.9426094872454532,0.9685674632829538,0.9554121921315044,0.9582629674306392,0.9372345445965078,0.9476321126088512,0.874065138721351,0.8548843794242568,0.8643683645472982,0.9232810615199036,0.9030202925908448,0.9130382917809852,0.8436670687575392,0.8251533742331288,0.8343075271382561
Kong,maetest,maestro,LuoJ09M,0.9150995361422496,0.9769168076589776,0.9449983034948009,0.973739251684871,0.9721577726218096,0.9729478694995936,0.8930978387171741,0.8916473317865429,0.8923719958202716,0.9416686033000232,0.9401392111368908,0.940903285730872,0.864977922379735,0.8635730858468678,0.8642749332404505
Kong,maetest,maestro,MunA12M,0.9327539970806884,0.9360160783022404,0.9343821905852217,0.984390243902439,0.9450515142054324,0.964319847085059,0.903739837398374,0.8676241024039962,0.8853137942019751,0.9339837398373984,0.8966593818295349,0.9149410640331316,0.8575609756097561,0.823290665001561,0.8400764574705321
Kong,maetest,maestro,Nikiforov14M,0.9255489135283764,0.9486083862601004,0.9369367889942154,0.985996705107084,0.9591346153846154,0.9723801787164909,0.8789126853377265,0.8549679487179487,0.8667749796913078,0.9827018121911038,0.9559294871794872,0.9691307879772544,0.8747940691927513,0.8509615384615384,0.8627132412672623
Kong,maetest,maestro,WongWY08M,0.9424558107761932,0.9797996386927246,0.9607649837980644,0.9788732394366196,0.9737853107344632,0.9763226464257392,0.9016356201726488,0.8969491525423728,0.8992862807295796,0.9527487505679236,0.9477966101694916,0.950266228616744,0.8771013175829169,0.8725423728813559,0.8748159057437409
Kong,maetest,maestro,YeF11M,0.9163047104057304,0.9369858783737688,0.926529902148751,0.9783244452090144,0.9301602878639188,0.9536346105474972,0.897471185274385,0.8532875368007851,0.8748218328162991,0.9437467744710132,0.8972849198560681,0.9199295715603254,0.8675382762773095,0.8248282630029441,0.8456443363796428
Kong,maetest,maestro,ZhangH05M,0.8661978893878779,0.9318467901456572,0.8978238772870079,0.9888924151063154,0.9701120797011208,0.9794122269369796,0.901935893367185,0.8848069738480697,0.8932893289328933,0.9784195493494128,0.959838107098381,0.969039761118969,0.8930498254522374,0.8760896637608966,0.8844884488448844
T5,maetest,maestro,BuiJL06M,0.6648988085372816,0.9303512071942076,0.775539135664576,0.9938891313836752,0.9636055861193398,0.978513107004727,0.8769096464426015,0.8501904358865848,0.8633433605500644,0.9864687909209952,0.9564113415150232,0.9712075633863344,0.870362287210825,0.8438425730004232,0.8568972926514827
T5,maetest,maestro,ChenGuang03M,0.565203658936576,0.9313689183373202,0.7034916026898608,0.9977917981072556,0.9690563725490196,0.9832141746969228,0.9324921135646688,0.9056372549019608,0.918868511035126,0.9905362776025236,0.9620098039215688,0.9760646565122784,0.9258675078864352,0.899203431372549,0.912340690083929
T5,maetest,maestro,ChenGuang06M,0.7007291464125996,0.9077479156696304,0.790916373133182,0.9949177877429,0.970828471411902,0.982725527831094,0.9061285500747384,0.8841890315052509,0.8950243614351099,0.9898355754857996,0.9658693115519252,0.9777055957478225,0.9019431988041854,0.8801050175029171,0.8908902997194744
T5,maetest,maestro,Chon08M,0.6007258236675443,0.8466128466128466,0.7027825761202108,0.984870060519758,0.8838658146964856,0.9316383229499916,0.8435386258454967,0.7570287539936102,0.7979457821182017,0.9702741189035244,0.8707667731629393,0.9178312847280686,0.8319686721253114,0.7466453674121406,0.7870011786496043
T5,maetest,maestro,Huang10M,0.5329679515126087,0.9460833944302854,0.681831810738331,0.9883926318445622,0.914759458197104,0.9501516070345664,0.7976280595508454,0.7382064455861747,0.7667677380230442,0.9717385818824124,0.8993460999532928,0.9341419041843542,0.7847590209437295,0.726296123306866,0.7543966040024258
T5,maetest,maestro,Huang18M,0.4717550642890006,0.9322010526611012,0.6264733807830858,0.9824077999152184,0.9070450097847358,0.9432234432234432,0.8357354811360747,0.771624266144814,0.8024013024013025,0.9590928359474352,0.8855185909980431,0.9208384208384208,0.8172954641797372,0.7545988258317026,0.7846967846967848
T5,maetest,maestro,KOLESO06M_18-1,0.4532216963960684,0.929220052245304,0.6092736837812488,0.9959413050265375,0.9611328713467912,0.978227537565164,0.9400561973150172,0.9072009641458272,0.9233363998773384,0.9915704027474244,0.9569147333534196,0.9739343759582948,0.9366219169528568,0.9038867128653209,0.9199632014719412
T5,maetest,maestro,KOLESO06M_18-4,0.6405983071905575,0.9069508575197888,0.7508532811504506,0.9958432304038004,0.9718922051579252,0.9837219533655962,0.9216152019002376,0.8994494349463924,0.9103974189763896,0.9931710213776722,0.96928426543031,0.9810822701275846,0.9189429928741092,0.8968414952187772,0.907757735738378
T5,maetest,maestro,KabuliL10M,0.5368796270907595,0.927479786051224,0.6800857729332848,0.9919011082693948,0.964759535655058,0.9781420765027322,0.8478260869565217,0.8246268656716418,0.8360655737704918,0.9825234441602728,0.9556384742951908,0.9688944934846574,0.8397271952259164,0.8167495854063018,0.8280790248003362
T5,maetest,maestro,KaszoS16M,0.7398787878787879,0.8493506493506493,0.7908443100842152,0.9817470664928292,0.8905972797161443,0.933953488372093,0.8207301173402868,0.7445298639858072,0.7807751937984497,0.9569752281616688,0.8681253696037847,0.9103875968992248,0.8005215123859192,0.7261975162625666,0.7615503875968992
T5,maetest,maestro,LeungM06M,0.6031263631700805,0.8406438120945273,0.702347858123723,0.9850340136054422,0.8706108706108706,0.9242946508362055,0.846530612244898,0.7481962481962482,0.7943316736882421,0.9717006802721088,0.8588263588263588,0.9117834801480914,0.8348299319727891,0.7378547378547379,0.7833524830843865
T5,maetest,maestro,LeungR02M,0.4817223221002435,0.944288927768058,0.6379824213308116,0.9990589711417815,0.9769938650306748,0.9879032258064516,0.9636135508155584,0.9423312883435584,0.9528535980148882,0.9962358845671268,0.974233128834356,0.9851116625310172,0.961104140526976,0.939877300613497,0.9503722084367244
T5,maetest,maestro,Levitsky05M,0.5036346029696579,0.9344664845958508,0.6545154037183704,0.9955342902711324,0.9644622991347342,0.9797520012556898,0.9272727272727272,0.8983312731767614,0.9125725945691414,0.99170653907496,0.9607540173053152,0.9759849317218646,0.9237639553429028,0.8949320148331273,0.9091194474964682
T5,maetest,maestro,Lin11M,0.649744456162504,0.9364740451534516,0.7671942026571155,0.980127388535032,0.9077394997640396,0.942545632733064,0.9103184713375796,0.8430863614912695,0.8754134509371554,0.953375796178344,0.8829636621047664,0.916819796643391,0.8886624203821656,0.8230297310051912,0.8545877741026584
T5,maetest,maestro,LuoJ09M,0.5289467665389673,0.9543545991004004,0.6806476296988471,0.9869942196531792,0.9508120649651972,0.9685653509808556,0.9120905587668592,0.8786542923433874,0.8950602694398486,0.9605009633911368,0.9252900232018562,0.9425667690853226,0.88752408477842,0.8549883990719258,0.8709524935003545
T5,maetest,maestro,MunA12M,0.6507248231943422,0.9235712906925252,0.7635040949944852,0.9811570247933884,0.9266312831720264,0.9531149646756584,0.8889256198347107,0.8395254448954106,0.863519588953115,0.9596694214876031,0.9063378083047144,0.9322414900449584,0.8700826446280991,0.8217296284733063,0.8452151573538856
T5,maetest,maestro,Nikiforov14M,0.5459840407168854,0.9203188906992984,0.685369190671644,0.9932489451476794,0.9431089743589745,0.9675297986025484,0.829535864978903,0.7876602564102564,0.8080558980682285,0.9873417721518988,0.9375,0.9617755856966708,0.8244725738396624,0.7828525641025641,0.8031237155774764
T5,maetest,maestro,WongWY08M,0.5035580320927793,0.9671006200814052,0.6622764356146729,0.9931442080378252,0.9493785310734464,0.9707683419988444,0.9174940898345154,0.8770621468926554,0.8968226458694397,0.9735224586288416,0.9306214689265536,0.9515886770652802,0.8995271867612293,0.8598870056497175,0.879260543038706
T5,maetest,maestro,YeF11M,0.7218436955022914,0.8946892200970166,0.7990258246259861,0.9856399210195655,0.8981027150801439,0.9398373983739836,0.9012744570095136,0.8212299640170101,0.8593923833975182,0.9687668282175552,0.8827281648675172,0.9237483953786906,0.8865553760545682,0.8078181223421655,0.8453572956782199
T5,maetest,maestro,ZhangH05M,0.528054373424782,0.9192950908110052,0.6707955544475207,0.9951737451737452,0.9629514321295144,0.9787974683544304,0.9356499356499356,0.9053549190535491,0.920253164556962,0.9877734877734876,0.955790784557908,0.9715189873417722,0.9288931788931788,0.8988169364881694,0.913607594936709
Toyama,maetest,maestro,BuiJL06M,0.9633783293177992,0.9401620758071582,0.9516286257339492,0.9978438982319966,0.9792636479052051,0.9884664673216574,0.936179387667098,0.9187473550571308,0.9273814609141392,0.9909443725743856,0.972492594159966,0.981631781290047,0.9301423027166882,0.9128226830300464,0.92140111063648
Toyama,maetest,maestro,ChenGuang03M,0.9614598896240508,0.9468326810861668,0.9540902260189004,0.9975170701427684,0.9846813725490196,0.9910576626580327,0.96772191185599,0.9552696078431372,0.9614554424915204,0.9494103041589076,0.9371936274509804,0.9432624113475176,0.9208566108007448,0.9090073529411764,0.9148936170212768
Toyama,maetest,maestro,ChenGuang06M,0.9373328771116096,0.93151306012443,0.9344139068036964,0.9976303317535544,0.9824970828471412,0.990005878894768,0.9490521327014216,0.9346557759626604,0.9417989417989416,0.98489336492891,0.9699533255542592,0.977366255144033,0.9372037914691944,0.9229871645274212,0.9300411522633746
Toyama,maetest,maestro,Chon08M,0.9200123856707316,0.8803681401083998,0.8997537812170244,0.996498599439776,0.9092651757188498,0.9508853992649516,0.8979341736694678,0.8193290734824281,0.8568326094219848,0.983718487394958,0.8976038338658147,0.938690277313732,0.8872549019607843,0.8095846645367412,0.8466421650517874
Toyama,maetest,maestro,Huang10M,0.9364748702404428,0.9312164694107926,0.933838267430292,0.9959949937421776,0.929238673517048,0.961459465990093,0.8901126408010013,0.8304530593180757,0.8592485199951673,0.983479349186483,0.9175618869687062,0.9493777938866738,0.8785982478097623,0.8197104156936011,0.8481333816600218
Toyama,maetest,maestro,Huang18M,0.972805716172932,0.8674147166883245,0.9170923000511504,0.994394135403191,0.9025440313111546,0.9462453836684448,0.9042690815006468,0.8207436399217222,0.8604842018875667,0.9780077619663649,0.8876712328767123,0.930652441526467,0.889391979301423,0.8072407045009785,0.8463274517849815
Toyama,maetest,maestro,KOLESO06M_18-1,0.9588889016057592,0.9474380576507708,0.9531290884062752,0.9984548825710754,0.9734859897559506,0.9858123569794052,0.9752781211372064,0.9508888219343176,0.962929061784897,0.9938195302843016,0.968966556191624,0.9812356979405036,0.9712608158220024,0.9469719795119012,0.9589626239511824
Toyama,maetest,maestro,KOLESO06M_18-4,0.9340961291868052,0.9109773526824978,0.9223919017636624,0.9985259433962264,0.9814546508258476,0.9899167032003507,0.9584316037735848,0.9420457838307736,0.9501680549466608,0.9949882075471698,0.977977397855694,0.9864094695309076,0.9548938679245284,0.93856853086062,0.9466608212772176
Toyama,maetest,maestro,KabuliL10M,0.9566719811688712,0.9198021039612104,0.9378748239082312,0.9957912457912458,0.9809286898839138,0.9883040935672516,0.9023569023569024,0.8888888888888888,0.8955722639933166,0.9852693602693604,0.9705638474295192,0.9778613199665832,0.8930976430976431,0.8797678275290216,0.8863826232247285
Toyama,maetest,maestro,KaszoS16M,0.8773977911257508,0.8401205936920223,0.858354658326225,0.9939919893190922,0.8805440567711413,0.933835058011916,0.8598130841121495,0.7616794795978711,0.8077767325180307,0.9759679572763684,0.8645771732702543,0.9169018501097522,0.8464619492656876,0.7498521584861029,0.7952336155534651
Toyama,maetest,maestro,LeungM06M,0.9296004804569928,0.8893907303352019,0.909051176639305,0.9939377965208224,0.9069264069264068,0.9484406438631792,0.9003690036900369,0.8215488215488216,0.8591549295774649,0.9723247232472324,0.8872053872053872,0.9278169014084507,0.8816552451238798,0.8044733044733045,0.841297786720322
Toyama,maetest,maestro,LeungR02M,0.9675390444274944,0.9669707573106724,0.9672548173982612,0.9996903065964696,0.9901840490797544,0.994914470642626,0.9888510374729018,0.9794478527607362,0.984126984126984,0.9978321461752864,0.9883435582822084,0.9930651872399444,0.9869928770517188,0.9776073619631902,0.9822777007243026
Toyama,maetest,maestro,Levitsky05M,0.9516301796868418,0.9471275933112931,0.9493735479339388,0.9937616968184654,0.984548825710754,0.9891338093759702,0.9613225202744854,0.9524103831891224,0.9568457000931389,0.9900187149095446,0.980840543881335,0.9854082583048742,0.9578914535246412,0.9490111248454882,0.9534306116113008
Toyama,maetest,maestro,Lin11M,0.9834097055889556,0.9371755961912897,0.9597361557243482,0.9944317894204,0.9270882491741388,0.95957992428868,0.9503923057453808,0.8860311467673431,0.9170838930272316,0.9746899519109088,0.9086833411986788,0.9405299792404443,0.932422171602126,0.8692779613025012,0.899743558432043
Toyama,maetest,maestro,LuoJ09M,0.9608596426473416,0.9534003218751288,0.9571154488469096,0.997129873236068,0.9672853828306264,0.9819809209751502,0.945228414254963,0.9169373549883992,0.9308679778589096,0.9734513274336284,0.9443155452436196,0.9586621128253444,0.9229849318344894,0.8953596287703016,0.908962430809092
Toyama,maetest,maestro,MunA12M,0.9625338809824364,0.8528199479953219,0.904361542328544,0.9947124917382684,0.9397439900093664,0.9664472628030182,0.9243225380039656,0.8732438339057134,0.8980574731096483,0.9732319894249836,0.9194505151420544,0.9455771391876706,0.904494382022472,0.8545113955666562,0.8787927436185583
Toyama,maetest,maestro,Nikiforov14M,0.9628746357707784,0.923012336647491,0.942522198264885,0.9975124378109452,0.9639423076923076,0.980440097799511,0.9013266998341624,0.8709935897435898,0.8859005704971475,0.995854063018242,0.9623397435897436,0.9788101059494702,0.8988391376451078,0.8685897435897436,0.8834555827220864
Toyama,maetest,maestro,WongWY08M,0.980397414803974,0.9574598411845908,0.9687928769522698,0.9967312631333176,0.9647457627118644,0.980477721635278,0.9628764884426804,0.9319774011299437,0.9471750114836932,0.9736166238617792,0.9423728813559322,0.9577400091869546,0.9404622927854308,0.9102824858757064,0.925126320624713
Toyama,maetest,maestro,YeF11M,0.9653027186089028,0.9081142799694084,0.9358356243455352,0.99540717187776,0.9216552175335296,0.957112526539278,0.939056703762586,0.8694798822374877,0.9029299363057324,0.9791556262144496,0.9066077854105332,0.9414861995753716,0.9242183359830418,0.8557409224730128,0.8886624203821657
Toyama,maetest,maestro,ZhangH05M,0.9403514600662104,0.9500689324462028,0.9451852205233404,0.9899780770435328,0.9841220423412204,0.9870413739266198,0.9555277168806764,0.9498754669987548,0.9526932084309134,0.9849671155652991,0.9791407222914073,0.9820452771272444,0.9502035703100532,0.944582814445828,0.9473848555815768
Edwards,maetest,maestro,BuiJL06M,0.8938297075420144,0.9377335154216804,0.9152554095134504,0.9834324553950722,0.9796868387642826,0.9815560737757048,0.8500424808836023,0.8468049090139653,0.8484206063175749,0.963466440101954,0.9597968683876428,0.961628153487386,0.8330501274426508,0.8298772746508676,0.8314606741573034
Edwards,maetest,maestro,ChenGuang03M,0.8893828798938288,0.9390457507181392,0.9135398561837575,0.9892141756548536,0.9834558823529412,0.9863266246735288,0.8801232665639446,0.875,0.8775541557842987,0.9704160246533128,0.9647671568627452,0.9675833461361192,0.8650231124807396,0.8599877450980392,0.8624980795821171
Edwards,maetest,maestro,ChenGuang06M,0.8718231525590782,0.9357698798518927,0.9026654032120904,0.9894210990302674,0.9822053675612602,0.98580002927829,0.8683514545988833,0.8620186697782963,0.865173473869126,0.9791360564208051,0.971995332555426,0.9755526277265408,0.8604172788715839,0.8541423570595099,0.857268335529205
Edwards,maetest,maestro,Chon08M,0.8047018394986861,0.9073267904436736,0.852938466713661,0.963371801304566,0.9201277955271564,0.9412533703733964,0.788091654122763,0.7527156549520767,0.769997548819348,0.9315939120254224,0.889776357827476,0.910205082114552,0.7628365947482857,0.7285942492012779,0.7453223302557398
Edwards,maetest,maestro,Huang10M,0.8248190900668553,0.95837260994542,0.8865945529857917,0.964235624123422,0.9633348902382064,0.9637850467289718,0.7080411407199626,0.7073797290985521,0.7077102803738319,0.9289387564282376,0.928070994862214,0.9285046728971964,0.6799906498363721,0.6793554413825316,0.6796728971962618
Edwards,maetest,maestro,Huang18M,0.9031851544460032,0.8291412304729496,0.8645807820300515,0.9644588045234248,0.9346379647749512,0.9493142516398332,0.803513731825525,0.7786692759295499,0.7908964420592328,0.922859450726979,0.8943248532289628,0.9083681176704432,0.7697899838449112,0.7459882583170254,0.7577022460743391
Edwards,maetest,maestro,KOLESO06M_18-1,0.8993287868683174,0.9454703773648916,0.9218225419664268,0.9829631883176148,0.9734859897559506,0.9782016348773842,0.8980833586857316,0.8894245254594757,0.8937329700272478,0.972315181016124,0.9629406447725218,0.9676052073872236,0.8907818679647095,0.8821934317565532,0.8864668483197093
Edwards,maetest,maestro,KOLESO06M_18-4,0.850132039472853,0.9246097185576078,0.8858081376595507,0.9944166911548632,0.9805853375833092,0.9874525824336152,0.8639435791948281,0.8519269776876268,0.8578932010504814,0.9838377901851308,0.9701535786728483,0.9769477677268747,0.8560094034675286,0.8441031585047812,0.850014590020426
Edwards,maetest,maestro,KabuliL10M,0.8910482097690557,0.9224402792123632,0.9064725410776686,0.9882943143812708,0.9800995024875622,0.984179850124896,0.8210702341137124,0.814262023217247,0.8176519567027477,0.9607023411371236,0.9527363184079602,0.9567027477102414,0.7993311036789298,0.7927031509121062,0.7960033305578685
Edwards,maetest,maestro,KaszoS16M,0.6784210077585472,0.9226808905380334,0.7819191274013658,0.9676434676434676,0.9373151981076286,0.9522379092820668,0.6746031746031746,0.6534594914251922,0.6638630219285071,0.9163614163614164,0.8876404494382022,0.9017723039951936,0.6361416361416361,0.6162034299231224,0.6260138179633523
