model,genre,midiset,audioset,piece_id,melody_kor_corr_64,bass_kor_corr_64,ratio_kor_corr_64,melody_ioi_corr,acc_ioi_corr,cloud_diameter_corr,cloud_momentum_corr,tensile_strain_corr,dyn_corr
OaF,Pop,genre,disklavier,Pop_10,0.59472727062572,0.1875332713358621,0.2998484480789329,0.3639598033562756,0.2647597871594237,0.3124933522041525,0.3349105467000395,-0.371755019666507,0.1649140117574251
OaF,Rock,genre,disklavier,Rock_01,0.129295480574853,0.0309103437859067,0.1240712162910066,0.4101668729014998,0.7137249316208218,0.6884702978901723,0.2530145335339812,0.7944309411595417,-0.0876788324765199
OaF,Rock,genre,disklavier,Rock_02,0.3424219600138573,0.2255931890165829,0.4142933073608136,0.2531413774508789,0.4449141743681994,0.681444553659626,0.2445365890133517,0.3410849754916342,-0.1249980923447926
OaF,Rock,genre,disklavier,Rock_03,0.8490600415017716,0.0032294843119997,0.7169997365130814,0.8905001669424525,0.8662142864541686,0.9291260596837508,0.8472379000704634,0.9331410506114418,0.2232873915789409
OaF,Rock,genre,disklavier,Rock_04,0.0762530451712757,-0.017933029685621,0.0860850178978247,0.3682162960967903,0.4203948760342307,0.8063540754014873,0.2241141639523457,0.3774082088700596,0.0490660082392894
OaF,Rock,genre,disklavier,Rock_05,0.02481011905024,0.0206611826111994,0.0251193332336785,0.106926372539763,0.4903753021057497,0.8141543029757412,0.7404860852965224,0.4721263356959791,0.0904327744274609
OaF,Rock,genre,disklavier,Rock_06,0.1443597531111519,0.748538553819354,0.0905168920832073,0.514530671257407,0.8774057499175284,0.91678974305641,0.3186385748304186,0.6499349504011454,0.0235953529025797
OaF,Rock,genre,disklavier,Rock_07,0.1750517984871487,0.1619383530616745,0.093546263619715,0.5217027110441116,0.9097235640585132,0.986170527236678,0.949895882142628,0.9929984597652568,0.4245591589127882
OaF,Rock,genre,disklavier,Rock_08,0.3005366460164502,0.0790206078914914,0.4083928138650571,0.5556527545221108,0.5452428706641149,0.5415660439757652,0.079331806937248,0.1457181501279289,0.6011681528418575
OaF,Rock,genre,disklavier,Rock_09,0.0525045702729465,0.0288534354789869,-0.0773301690452563,0.3543337515158866,0.0553837901250008,0.8484646859934123,0.3032351621123958,0.4834323418120013,0.4057954232166298
OaF,Rock,genre,disklavier,Rock_10,0.3656928382313708,0.4628270597408863,0.3634897451342393,0.5545378140519711,0.7075578145286356,0.6433091297151254,0.2999719530772666,0.2506599197266175,0.2929071005582903
OaF,Soul,genre,disklavier,Soul_01,0.0426512007090282,0.6304393495707202,0.059415737453998,0.9579394000215922,0.801776039930664,0.8949729016861667,0.2150069258693123,0.4209637904530895,0.157180037698249
OaF,Soul,genre,disklavier,Soul_02,0.2498069760582226,0.390790261583362,0.0591713092415709,0.4875273835432159,0.206949389381116,0.5290227150008957,0.1306842821631864,0.3107984191226273,0.1314124922424755
OaF,Soul,genre,disklavier,Soul_03,0.164164185698362,0.0294430389559823,0.1417402056990795,0.1894192248090869,0.3621154057796642,0.3185286015200014,0.2010128014774252,-0.4187399065075355,0.9010739740638498
OaF,Soul,genre,disklavier,Soul_04,0.1813037761788531,0.0698258606262073,0.0569525081370103,0.3342910009099289,0.4337638012658459,0.4206077009765483,0.0983946019462451,0.207815901782219,0.1620334987099269
OaF,Soul,genre,disklavier,Soul_05,0.2755035131518665,0.0726506529053715,0.3921414935278837,0.4838370356240974,0.6252609774187373,0.4220428855461293,0.2519004540690027,0.3586166158771468,0.7337586671692087
